seed_param,r_mean,r_logSigma,ID,Pro,Lid
1,0,0,1,75,90
1,0,0,2,70,60
1,0,0,3,45,65
1,0,0,4,55,65
1,0,0,5,70,60
1,0,0,6,40,55
1,0,0,7,75,85
1,0,0,8,45,65
1,0,0,9,70,50
1,0,0,10,50,100
1,0,0,11,55,50
1,0,0,12,60,70
1,0,0,13,50,90
1,0,0,14,65,85
1,0,0,15,65,60
1,0,0,16,30,75
1,0,0,17,45,60
1,0,0,18,75,80
1,0,0,19,65,85
1,0,0,20,40,70
1,0,0,21,60,85
1,0,0,22,50,55
1,0,0,23,70,60
1,0,0,24,50,65
1,0,0,25,55,45
1,0,0,26,55,65
1,0,0,27,55,75
1,0,0,28,25,40
1,0,0,29,75,70
1,0,0,30,45,70
1,0,0,31,35,110
1,0,0,32,55,50
1,0,0,33,55,60
1,0,0,34,75,55
1,0,0,35,70,45
1,0,0,36,50,60
1,0,0,37,50,65
1,0,0,38,75,55
1,0,0,39,65,60
1,0,0,40,65,90
1,0,0,41,50,60
1,0,0,42,55,80
1,0,0,43,65,65
1,0,0,44,50,75
1,0,0,45,45,65
1,0,0,46,60,70
1,0,0,47,45,65
1,0,0,48,90,60
1,0,0,49,75,75
1,0,0,50,75,60
1,0,0,51,65,65
1,0,0,52,55,65
1,0,0,53,75,70
1,0,0,54,50,70
1,0,0,55,60,50
1,0,0,56,60,70
1,0,0,57,45,75
1,0,0,58,65,70
1,0,0,59,60,70
1,0,0,60,50,70
1,0,0,61,50,60
1,0,0,62,50,70
1,0,0,63,55,55
1,0,0,64,70,80
1,0,0,65,75,70
1,0,0,66,45,75
1,0,0,67,55,75
1,0,0,68,65,75
1,0,0,69,70,85
1,0,0,70,65,70
1,0,0,71,70,55
1,0,0,72,75,70
1,0,0,73,80,75
1,0,0,74,30,75
1,0,0,75,65,85
1,0,0,76,55,70
1,0,0,77,55,80
1,0,0,78,85,75
1,0,0,79,40,70
1,0,0,80,70,50
1,0,0,81,45,75
1,0,0,82,65,60
1,0,0,83,55,50
1,0,0,84,55,75
1,0,0,85,50,60
1,0,0,86,20,65
1,0,0,87,65,70
1,0,0,88,60,95
1,0,0,89,60,70
1,0,0,90,40,50
1,0,0,91,60,55
1,0,0,92,45,110
1,0,0,93,45,65
1,0,0,94,55,80
1,0,0,95,65,75
1,0,0,96,60,65
1,0,0,97,90,55
1,0,0,98,55,75
1,0,0,99,50,80
1,0,0,100,60,60
1,0,0,101,50,65
1,0,0,102,45,80
1,0,0,103,70,45
1,0,0,104,50,70
1,0,0,105,70,70
1,0,0,106,85,65
1,0,0,107,55,65
1,0,0,108,60,65
1,0,0,109,50,65
1,0,0,110,60,70
1,0,0,111,70,60
1,0,0,112,75,85
1,0,0,113,80,55
1,0,0,114,65,80
1,0,0,115,50,60
1,0,0,116,65,85
1,0,0,117,50,60
1,0,0,118,50,55
1,0,0,119,50,75
1,0,0,120,30,55
1,0,0,121,40,60
1,0,0,122,45,60
1,0,0,123,45,70
1,0,0,124,70,65
1,0,0,125,60,60
1,0,0,126,60,65
1,0,0,127,55,60
1,0,0,128,50,50
1,0,0,129,80,75
1,0,0,130,50,60
1,0,0,131,35,70
1,0,0,132,50,50
1,0,0,133,40,60
1,0,0,134,60,85
1,0,0,135,55,100
1,0,0,136,50,65
1,0,0,137,65,40
1,0,0,138,65,55
1,0,0,139,75,60
1,0,0,140,75,60
1,0,0,141,60,60
1,0,0,142,40,65
1,0,0,143,60,65
1,0,0,144,70,55
1,0,0,145,80,60
1,0,0,146,70,70
1,0,0,147,45,70
1,0,0,148,30,50
1,0,0,149,45,65
1,0,0,150,50,70
1,0,0,151,40,80
1,0,0,152,35,70
1,0,0,153,35,45
1,0,0,154,50,50
1,0,0,155,80,75
1,0,0,156,70,70
1,0,0,157,55,60
1,0,0,158,55,50
1,0,0,159,60,100
1,0,0,160,85,80
1,0,0,161,45,55
1,0,0,162,70,80
1,0,0,163,60,75
1,0,0,164,45,70
1,0,0,165,75,65
1,0,0,166,60,90
1,0,0,167,50,45
1,0,0,168,70,75
1,0,0,169,55,65
1,0,0,170,70,65
1,0,0,171,40,65
1,0,0,172,55,75
1,0,0,173,85,75
1,0,0,174,60,65
1,0,0,175,70,70
1,0,0,176,40,70
1,0,0,177,50,60
1,0,0,178,30,50
1,0,0,179,85,65
1,0,0,180,80,75
1,0,0,181,95,55
1,0,0,182,65,65
1,0,0,183,65,80
1,0,0,184,55,70
1,0,0,185,55,70
1,0,0,186,60,55
1,0,0,187,75,85
1,0,0,188,70,65
1,0,0,189,50,70
1,0,0,190,45,55
1,0,0,191,50,60
1,0,0,192,65,70
1,0,0,193,55,60
1,0,0,194,85,50
1,0,0,195,70,65
1,0,0,196,45,80
1,0,0,197,50,80
1,0,0,198,60,70
1,0,0,199,50,65
1,0,0,200,60,80
1,0,0.2,1,75,85
1,0,0.2,2,70,60
1,0,0.2,3,45,65
1,0,0.2,4,55,60
1,0,0.2,5,75,65
1,0,0.2,6,35,70
1,0,0.2,7,75,80
1,0,0.2,8,40,80
1,0,0.2,9,60,60
1,0,0.2,10,55,75
1,0,0.2,11,55,55
1,0,0.2,12,50,70
1,0,0.2,13,40,70
1,0,0.2,14,60,80
1,0,0.2,15,55,55
1,0,0.2,16,25,60
1,0,0.2,17,40,60
1,0,0.2,18,85,80
1,0,0.2,19,85,80
1,0,0.2,20,40,75
1,0,0.2,21,55,90
1,0,0.2,22,50,85
1,0,0.2,23,60,55
1,0,0.2,24,50,60
1,0,0.2,25,55,45
1,0,0.2,26,65,70
1,0,0.2,27,65,70
1,0,0.2,28,20,45
1,0,0.2,29,70,65
1,0,0.2,30,45,75
1,0,0.2,31,35,105
1,0,0.2,32,65,55
1,0,0.2,33,55,60
1,0,0.2,34,80,55
1,0,0.2,35,60,75
1,0,0.2,36,40,60
1,0,0.2,37,40,65
1,0,0.2,38,85,60
1,0,0.2,39,65,65
1,0,0.2,40,75,70
1,0,0.2,41,45,55
1,0,0.2,42,50,85
1,0,0.2,43,65,85
1,0,0.2,44,40,65
1,0,0.2,45,55,65
1,0,0.2,46,65,95
1,0,0.2,47,35,65
1,0,0.2,48,105,60
1,0,0.2,49,80,75
1,0,0.2,50,70,60
1,0,0.2,51,60,60
1,0,0.2,52,60,65
1,0,0.2,53,80,85
1,0,0.2,54,55,75
1,0,0.2,55,70,50
1,0,0.2,56,60,65
1,0,0.2,57,45,80
1,0,0.2,58,70,80
1,0,0.2,59,65,85
1,0,0.2,60,50,75
1,0,0.2,61,45,50
1,0,0.2,62,50,70
1,0,0.2,63,65,60
1,0,0.2,64,55,65
1,0,0.2,65,65,80
1,0,0.2,66,45,90
1,0,0.2,67,50,85
1,0,0.2,68,65,80
1,0,0.2,69,55,75
1,0,0.2,70,70,60
1,0,0.2,71,70,60
1,0,0.2,72,70,80
1,0,0.2,73,85,75
1,0,0.2,74,35,65
1,0,0.2,75,65,75
1,0,0.2,76,60,75
1,0,0.2,77,50,70
1,0,0.2,78,70,65
1,0,0.2,79,40,75
1,0,0.2,80,65,60
1,0,0.2,81,50,75
1,0,0.2,82,50,55
1,0,0.2,83,60,55
1,0,0.2,84,50,80
1,0,0.2,85,55,70
1,0,0.2,86,25,65
1,0,0.2,87,60,75
1,0,0.2,88,60,65
1,0,0.2,89,65,90
1,0,0.2,90,35,55
1,0,0.2,91,60,70
1,0,0.2,92,75,70
1,0,0.2,93,50,65
1,0,0.2,94,45,95
1,0,0.2,95,60,65
1,0,0.2,96,55,70
1,0,0.2,97,75,55
1,0,0.2,98,60,90
1,0,0.2,99,45,75
1,0,0.2,100,55,70
1,0,0.2,101,60,70
1,0,0.2,102,40,70
1,0,0.2,103,75,45
1,0,0.2,104,50,55
1,0,0.2,105,60,80
1,0,0.2,106,60,70
1,0,0.2,107,50,70
1,0,0.2,108,75,60
1,0,0.2,109,50,65
1,0,0.2,110,50,65
1,0,0.2,111,70,55
1,0,0.2,112,75,70
1,0,0.2,113,75,50
1,0,0.2,114,70,90
1,0,0.2,115,50,65
1,0,0.2,116,70,80
1,0,0.2,117,60,70
1,0,0.2,118,45,60
1,0,0.2,119,50,80
1,0,0.2,120,30,55
1,0,0.2,121,35,60
1,0,0.2,122,50,65
1,0,0.2,123,40,75
1,0,0.2,124,60,60
1,0,0.2,125,55,55
1,0,0.2,126,60,60
1,0,0.2,127,80,60
1,0,0.2,128,50,55
1,0,0.2,129,75,60
1,0,0.2,130,45,80
1,0,0.2,131,45,70
1,0,0.2,132,50,55
1,0,0.2,133,35,55
1,0,0.2,134,65,95
1,0,0.2,135,65,85
1,0,0.2,136,45,55
1,0,0.2,137,55,40
1,0,0.2,138,65,60
1,0,0.2,139,75,55
1,0,0.2,140,70,60
1,0,0.2,141,55,70
1,0,0.2,142,35,85
1,0,0.2,143,55,70
1,0,0.2,144,65,70
1,0,0.2,145,75,65
1,0,0.2,146,75,65
1,0,0.2,147,45,75
1,0,0.2,148,30,75
1,0,0.2,149,45,65
1,0,0.2,150,55,65
1,0,0.2,151,50,80
1,0,0.2,152,40,70
1,0,0.2,153,30,45
1,0,0.2,154,50,55
1,0,0.2,155,80,80
1,0,0.2,156,45,75
1,0,0.2,157,55,65
1,0,0.2,158,50,45
1,0,0.2,159,70,90
1,0,0.2,160,85,85
1,0,0.2,161,55,50
1,0,0.2,162,65,85
1,0,0.2,163,70,80
1,0,0.2,164,45,70
1,0,0.2,165,65,65
1,0,0.2,166,70,105
1,0,0.2,167,50,50
1,0,0.2,168,75,70
1,0,0.2,169,60,70
1,0,0.2,170,70,75
1,0,0.2,171,40,70
1,0,0.2,172,55,75
1,0,0.2,173,75,75
1,0,0.2,174,70,70
1,0,0.2,175,80,75
1,0,0.2,176,40,75
1,0,0.2,177,45,75
1,0,0.2,178,35,50
1,0,0.2,179,90,80
1,0,0.2,180,90,70
1,0,0.2,181,80,60
1,0,0.2,182,55,70
1,0,0.2,183,55,80
1,0,0.2,184,60,65
1,0,0.2,185,65,70
1,0,0.2,186,65,55
1,0,0.2,187,70,80
1,0,0.2,188,65,70
1,0,0.2,189,55,65
1,0,0.2,190,60,50
1,0,0.2,191,50,70
1,0,0.2,192,65,65
1,0,0.2,193,40,60
1,0,0.2,194,75,60
1,0,0.2,195,80,75
1,0,0.2,196,40,75
1,0,0.2,197,50,70
1,0,0.2,198,55,65
1,0,0.2,199,45,65
1,0,0.2,200,60,65
1,0,0.4,1,80,95
1,0,0.4,2,70,65
1,0,0.4,3,50,70
1,0,0.4,4,50,50
1,0,0.4,5,75,70
1,0,0.4,6,45,80
1,0,0.4,7,70,85
1,0,0.4,8,45,70
1,0,0.4,9,55,65
1,0,0.4,10,60,85
1,0,0.4,11,60,55
1,0,0.4,12,50,65
1,0,0.4,13,45,80
1,0,0.4,14,60,85
1,0,0.4,15,70,60
1,0,0.4,16,25,60
1,0,0.4,17,40,65
1,0,0.4,18,90,85
1,0,0.4,19,75,80
1,0,0.4,20,35,65
1,0,0.4,21,60,90
1,0,0.4,22,55,60
1,0,0.4,23,55,60
1,0,0.4,24,45,60
1,0,0.4,25,65,50
1,0,0.4,26,70,75
1,0,0.4,27,50,70
1,0,0.4,28,30,40
1,0,0.4,29,65,70
1,0,0.4,30,50,70
1,0,0.4,31,35,115
1,0,0.4,32,55,70
1,0,0.4,33,55,60
1,0,0.4,34,70,60
1,0,0.4,35,80,60
1,0,0.4,36,45,65
1,0,0.4,37,40,70
1,0,0.4,38,75,55
1,0,0.4,39,60,75
1,0,0.4,40,80,80
1,0,0.4,41,55,60
1,0,0.4,42,55,85
1,0,0.4,43,70,95
1,0,0.4,44,40,60
1,0,0.4,45,45,60
1,0,0.4,46,60,65
1,0,0.4,47,40,55
1,0,0.4,48,80,55
1,0,0.4,49,75,75
1,0,0.4,50,70,65
1,0,0.4,51,65,65
1,0,0.4,52,60,60
1,0,0.4,53,70,80
1,0,0.4,54,50,65
1,0,0.4,55,65,50
1,0,0.4,56,60,65
1,0,0.4,57,40,75
1,0,0.4,58,65,80
1,0,0.4,59,55,65
1,0,0.4,60,50,80
1,0,0.4,61,50,50
1,0,0.4,62,55,60
1,0,0.4,63,65,60
1,0,0.4,64,65,60
1,0,0.4,65,75,75
1,0,0.4,66,50,65
1,0,0.4,67,65,80
1,0,0.4,68,80,75
1,0,0.4,69,55,90
1,0,0.4,70,65,65
1,0,0.4,71,65,50
1,0,0.4,72,80,65
1,0,0.4,73,75,75
1,0,0.4,74,35,80
1,0,0.4,75,65,85
1,0,0.4,76,55,70
1,0,0.4,77,55,70
1,0,0.4,78,85,70
1,0,0.4,79,40,75
1,0,0.4,80,70,50
1,0,0.4,81,60,70
1,0,0.4,82,50,50
1,0,0.4,83,60,70
1,0,0.4,84,55,70
1,0,0.4,85,45,65
1,0,0.4,86,35,80
1,0,0.4,87,60,70
1,0,0.4,88,55,55
1,0,0.4,89,65,90
1,0,0.4,90,35,60
1,0,0.4,91,65,55
1,0,0.4,92,65,95
1,0,0.4,93,55,65
1,0,0.4,94,45,85
1,0,0.4,95,65,60
1,0,0.4,96,55,75
1,0,0.4,97,70,60
1,0,0.4,98,60,65
1,0,0.4,99,45,75
1,0,0.4,100,75,65
1,0,0.4,101,60,80
1,0,0.4,102,50,65
1,0,0.4,103,85,40
1,0,0.4,104,50,65
1,0,0.4,105,60,65
1,0,0.4,106,60,60
1,0,0.4,107,50,65
1,0,0.4,108,85,60
1,0,0.4,109,55,65
1,0,0.4,110,50,70
1,0,0.4,111,80,65
1,0,0.4,112,90,110
1,0,0.4,113,65,50
1,0,0.4,114,65,75
1,0,0.4,115,50,70
1,0,0.4,116,65,85
1,0,0.4,117,55,55
1,0,0.4,118,50,55
1,0,0.4,119,55,85
1,0,0.4,120,40,50
1,0,0.4,121,40,60
1,0,0.4,122,40,65
1,0,0.4,123,40,75
1,0,0.4,124,75,70
1,0,0.4,125,50,65
1,0,0.4,126,60,70
1,0,0.4,127,90,75
1,0,0.4,128,50,45
1,0,0.4,129,80,60
1,0,0.4,130,45,80
1,0,0.4,131,45,70
1,0,0.4,132,50,50
1,0,0.4,133,35,70
1,0,0.4,134,65,85
1,0,0.4,135,70,105
1,0,0.4,136,40,55
1,0,0.4,137,60,45
1,0,0.4,138,60,55
1,0,0.4,139,75,60
1,0,0.4,140,75,60
1,0,0.4,141,60,65
1,0,0.4,142,40,75
1,0,0.4,143,55,60
1,0,0.4,144,60,65
1,0,0.4,145,65,65
1,0,0.4,146,55,70
1,0,0.4,147,40,65
1,0,0.4,148,35,65
1,0,0.4,149,40,60
1,0,0.4,150,60,65
1,0,0.4,151,40,85
1,0,0.4,152,45,65
1,0,0.4,153,35,50
1,0,0.4,154,50,55
1,0,0.4,155,80,90
1,0,0.4,156,65,75
1,0,0.4,157,55,70
1,0,0.4,158,60,45
1,0,0.4,159,60,90
1,0,0.4,160,85,85
1,0,0.4,161,45,60
1,0,0.4,162,70,70
1,0,0.4,163,60,85
1,0,0.4,164,45,55
1,0,0.4,165,75,80
1,0,0.4,166,60,90
1,0,0.4,167,55,45
1,0,0.4,168,65,65
1,0,0.4,169,50,70
1,0,0.4,170,75,75
1,0,0.4,171,40,60
1,0,0.4,172,70,65
1,0,0.4,173,80,80
1,0,0.4,174,70,65
1,0,0.4,175,80,90
1,0,0.4,176,40,60
1,0,0.4,177,45,60
1,0,0.4,178,35,55
1,0,0.4,179,80,80
1,0,0.4,180,75,65
1,0,0.4,181,85,55
1,0,0.4,182,55,65
1,0,0.4,183,65,80
1,0,0.4,184,45,85
1,0,0.4,185,60,65
1,0,0.4,186,60,50
1,0,0.4,187,75,90
1,0,0.4,188,75,65
1,0,0.4,189,45,70
1,0,0.4,190,60,60
1,0,0.4,191,50,65
1,0,0.4,192,65,65
1,0,0.4,193,45,65
1,0,0.4,194,85,60
1,0,0.4,195,80,60
1,0,0.4,196,40,70
1,0,0.4,197,55,75
1,0,0.4,198,55,70
1,0,0.4,199,45,65
1,0,0.4,200,60,70
1,0,0.6000000000000001,1,75,105
1,0,0.6000000000000001,2,75,65
1,0,0.6000000000000001,3,45,65
1,0,0.6000000000000001,4,55,55
1,0,0.6000000000000001,5,75,80
1,0,0.6000000000000001,6,35,65
1,0,0.6000000000000001,7,65,70
1,0,0.6000000000000001,8,45,70
1,0,0.6000000000000001,9,55,55
1,0,0.6000000000000001,10,50,80
1,0,0.6000000000000001,11,60,60
1,0,0.6000000000000001,12,45,65
1,0,0.6000000000000001,13,40,80
1,0,0.6000000000000001,14,70,80
1,0,0.6000000000000001,15,65,65
1,0,0.6000000000000001,16,30,55
1,0,0.6000000000000001,17,45,60
1,0,0.6000000000000001,18,85,70
1,0,0.6000000000000001,19,60,85
1,0,0.6000000000000001,20,40,60
1,0,0.6000000000000001,21,55,80
1,0,0.6000000000000001,22,35,65
1,0,0.6000000000000001,23,60,65
1,0,0.6000000000000001,24,45,55
1,0,0.6000000000000001,25,55,55
1,0,0.6000000000000001,26,55,60
1,0,0.6000000000000001,27,45,70
1,0,0.6000000000000001,28,25,40
1,0,0.6000000000000001,29,60,75
1,0,0.6000000000000001,30,45,75
1,0,0.6000000000000001,31,30,90
1,0,0.6000000000000001,32,55,65
1,0,0.6000000000000001,33,65,70
1,0,0.6000000000000001,34,75,55
1,0,0.6000000000000001,35,80,70
1,0,0.6000000000000001,36,40,60
1,0,0.6000000000000001,37,45,65
1,0,0.6000000000000001,38,65,55
1,0,0.6000000000000001,39,75,65
1,0,0.6000000000000001,40,60,85
1,0,0.6000000000000001,41,55,50
1,0,0.6000000000000001,42,50,90
1,0,0.6000000000000001,43,65,105
1,0,0.6000000000000001,44,45,65
1,0,0.6000000000000001,45,50,65
1,0,0.6000000000000001,46,60,95
1,0,0.6000000000000001,47,35,55
1,0,0.6000000000000001,48,95,75
1,0,0.6000000000000001,49,70,80
1,0,0.6000000000000001,50,70,65
1,0,0.6000000000000001,51,55,65
1,0,0.6000000000000001,52,60,60
1,0,0.6000000000000001,53,75,65
1,0,0.6000000000000001,54,55,60
1,0,0.6000000000000001,55,60,60
1,0,0.6000000000000001,56,60,65
1,0,0.6000000000000001,57,45,70
1,0,0.6000000000000001,58,70,65
1,0,0.6000000000000001,59,60,75
1,0,0.6000000000000001,60,55,80
1,0,0.6000000000000001,61,65,65
1,0,0.6000000000000001,62,50,65
1,0,0.6000000000000001,63,55,55
1,0,0.6000000000000001,64,65,85
1,0,0.6000000000000001,65,60,65
1,0,0.6000000000000001,66,45,80
1,0,0.6000000000000001,67,50,70
1,0,0.6000000000000001,68,70,90
1,0,0.6000000000000001,69,60,80
1,0,0.6000000000000001,70,70,65
1,0,0.6000000000000001,71,75,55
1,0,0.6000000000000001,72,75,75
1,0,0.6000000000000001,73,75,90
1,0,0.6000000000000001,74,35,65
1,0,0.6000000000000001,75,70,85
1,0,0.6000000000000001,76,50,65
1,0,0.6000000000000001,77,55,70
1,0,0.6000000000000001,78,75,65
1,0,0.6000000000000001,79,40,65
1,0,0.6000000000000001,80,70,50
1,0,0.6000000000000001,81,50,75
1,0,0.6000000000000001,82,60,50
1,0,0.6000000000000001,83,65,45
1,0,0.6000000000000001,84,50,70
1,0,0.6000000000000001,85,55,70
1,0,0.6000000000000001,86,25,55
1,0,0.6000000000000001,87,75,85
1,0,0.6000000000000001,88,70,70
1,0,0.6000000000000001,89,60,65
1,0,0.6000000000000001,90,40,45
1,0,0.6000000000000001,91,70,50
1,0,0.6000000000000001,92,80,90
1,0,0.6000000000000001,93,55,70
1,0,0.6000000000000001,94,45,85
1,0,0.6000000000000001,95,60,75
1,0,0.6000000000000001,96,60,70
1,0,0.6000000000000001,97,75,65
1,0,0.6000000000000001,98,60,75
1,0,0.6000000000000001,99,45,75
1,0,0.6000000000000001,100,60,70
1,0,0.6000000000000001,101,60,70
1,0,0.6000000000000001,102,45,80
1,0,0.6000000000000001,103,80,45
1,0,0.6000000000000001,104,45,70
1,0,0.6000000000000001,105,75,80
1,0,0.6000000000000001,106,65,80
1,0,0.6000000000000001,107,55,65
1,0,0.6000000000000001,108,75,55
1,0,0.6000000000000001,109,60,60
1,0,0.6000000000000001,110,50,65
1,0,0.6000000000000001,111,70,55
1,0,0.6000000000000001,112,100,105
1,0,0.6000000000000001,113,75,55
1,0,0.6000000000000001,114,70,90
1,0,0.6000000000000001,115,45,55
1,0,0.6000000000000001,116,60,85
1,0,0.6000000000000001,117,55,60
1,0,0.6000000000000001,118,45,70
1,0,0.6000000000000001,119,60,90
1,0,0.6000000000000001,120,35,60
1,0,0.6000000000000001,121,40,55
1,0,0.6000000000000001,122,45,70
1,0,0.6000000000000001,123,55,75
1,0,0.6000000000000001,124,75,65
1,0,0.6000000000000001,125,55,60
1,0,0.6000000000000001,126,60,65
1,0,0.6000000000000001,127,60,70
1,0,0.6000000000000001,128,45,45
1,0,0.6000000000000001,129,85,65
1,0,0.6000000000000001,130,45,75
1,0,0.6000000000000001,131,45,70
1,0,0.6000000000000001,132,45,50
1,0,0.6000000000000001,133,35,60
1,0,0.6000000000000001,134,65,80
1,0,0.6000000000000001,135,60,90
1,0,0.6000000000000001,136,50,60
1,0,0.6000000000000001,137,65,35
1,0,0.6000000000000001,138,65,60
1,0,0.6000000000000001,139,75,50
1,0,0.6000000000000001,140,75,60
1,0,0.6000000000000001,141,60,65
1,0,0.6000000000000001,142,35,60
1,0,0.6000000000000001,143,55,65
1,0,0.6000000000000001,144,60,65
1,0,0.6000000000000001,145,60,70
1,0,0.6000000000000001,146,55,60
1,0,0.6000000000000001,147,40,70
1,0,0.6000000000000001,148,25,65
1,0,0.6000000000000001,149,45,60
1,0,0.6000000000000001,150,60,65
1,0,0.6000000000000001,151,45,85
1,0,0.6000000000000001,152,45,65
1,0,0.6000000000000001,153,30,45
1,0,0.6000000000000001,154,50,50
1,0,0.6000000000000001,155,85,95
1,0,0.6000000000000001,156,50,95
1,0,0.6000000000000001,157,50,55
1,0,0.6000000000000001,158,45,50
1,0,0.6000000000000001,159,70,85
1,0,0.6000000000000001,160,80,75
1,0,0.6000000000000001,161,55,60
1,0,0.6000000000000001,162,75,80
1,0,0.6000000000000001,163,70,75
1,0,0.6000000000000001,164,40,55
1,0,0.6000000000000001,165,75,75
1,0,0.6000000000000001,166,70,90
1,0,0.6000000000000001,167,50,40
1,0,0.6000000000000001,168,70,60
1,0,0.6000000000000001,169,45,65
1,0,0.6000000000000001,170,75,85
1,0,0.6000000000000001,171,45,60
1,0,0.6000000000000001,172,65,65
1,0,0.6000000000000001,173,75,75
1,0,0.6000000000000001,174,40,65
1,0,0.6000000000000001,175,105,85
1,0,0.6000000000000001,176,40,60
1,0,0.6000000000000001,177,45,65
1,0,0.6000000000000001,178,30,50
1,0,0.6000000000000001,179,95,80
1,0,0.6000000000000001,180,95,75
1,0,0.6000000000000001,181,80,60
1,0,0.6000000000000001,182,55,65
1,0,0.6000000000000001,183,65,90
1,0,0.6000000000000001,184,40,65
1,0,0.6000000000000001,185,65,70
1,0,0.6000000000000001,186,55,50
1,0,0.6000000000000001,187,80,80
1,0,0.6000000000000001,188,60,55
1,0,0.6000000000000001,189,80,80
1,0,0.6000000000000001,190,60,65
1,0,0.6000000000000001,191,50,60
1,0,0.6000000000000001,192,70,70
1,0,0.6000000000000001,193,50,65
1,0,0.6000000000000001,194,80,60
1,0,0.6000000000000001,195,80,75
1,0,0.6000000000000001,196,50,95
1,0,0.6000000000000001,197,55,80
1,0,0.6000000000000001,198,60,75
1,0,0.6000000000000001,199,45,80
1,0,0.6000000000000001,200,60,65
1,0,0.8,1,95,75
1,0,0.8,2,70,60
1,0,0.8,3,45,65
1,0,0.8,4,50,55
1,0,0.8,5,65,70
1,0,0.8,6,45,80
1,0,0.8,7,75,80
1,0,0.8,8,40,65
1,0,0.8,9,65,65
1,0,0.8,10,50,70
1,0,0.8,11,60,55
1,0,0.8,12,50,70
1,0,0.8,13,45,75
1,0,0.8,14,65,80
1,0,0.8,15,60,60
1,0,0.8,16,25,55
1,0,0.8,17,40,55
1,0,0.8,18,80,85
1,0,0.8,19,65,70
1,0,0.8,20,35,55
1,0,0.8,21,60,80
1,0,0.8,22,45,65
1,0,0.8,23,60,55
1,0,0.8,24,45,55
1,0,0.8,25,55,50
1,0,0.8,26,55,80
1,0,0.8,27,55,75
1,0,0.8,28,30,55
1,0,0.8,29,65,80
1,0,0.8,30,45,75
1,0,0.8,31,55,105
1,0,0.8,32,50,75
1,0,0.8,33,50,75
1,0,0.8,34,80,60
1,0,0.8,35,65,55
1,0,0.8,36,35,60
1,0,0.8,37,45,70
1,0,0.8,38,75,65
1,0,0.8,39,70,75
1,0,0.8,40,65,90
1,0,0.8,41,50,55
1,0,0.8,42,55,80
1,0,0.8,43,65,115
1,0,0.8,44,40,65
1,0,0.8,45,45,65
1,0,0.8,46,60,75
1,0,0.8,47,35,60
1,0,0.8,48,75,70
1,0,0.8,49,85,75
1,0,0.8,50,70,60
1,0,0.8,51,70,60
1,0,0.8,52,55,60
1,0,0.8,53,90,105
1,0,0.8,54,55,65
1,0,0.8,55,65,55
1,0,0.8,56,60,65
1,0,0.8,57,40,70
1,0,0.8,58,65,70
1,0,0.8,59,50,75
1,0,0.8,60,50,70
1,0,0.8,61,55,50
1,0,0.8,62,55,55
1,0,0.8,63,65,60
1,0,0.8,64,55,75
1,0,0.8,65,80,65
1,0,0.8,66,55,70
1,0,0.8,67,45,90
1,0,0.8,68,65,85
1,0,0.8,69,70,80
1,0,0.8,70,75,70
1,0,0.8,71,60,50
1,0,0.8,72,70,75
1,0,0.8,73,90,80
1,0,0.8,74,35,70
1,0,0.8,75,65,70
1,0,0.8,76,55,65
1,0,0.8,77,50,75
1,0,0.8,78,80,75
1,0,0.8,79,35,70
1,0,0.8,80,70,50
1,0,0.8,81,50,65
1,0,0.8,82,45,60
1,0,0.8,83,70,50
1,0,0.8,84,55,75
1,0,0.8,85,55,65
1,0,0.8,86,25,70
1,0,0.8,87,55,65
1,0,0.8,88,50,75
1,0,0.8,89,55,70
1,0,0.8,90,40,45
1,0,0.8,91,65,55
1,0,0.8,92,90,90
1,0,0.8,93,50,80
1,0,0.8,94,45,70
1,0,0.8,95,65,70
1,0,0.8,96,60,60
1,0,0.8,97,75,60
1,0,0.8,98,55,70
1,0,0.8,99,45,70
1,0,0.8,100,55,75
1,0,0.8,101,70,75
1,0,0.8,102,40,90
1,0,0.8,103,75,50
1,0,0.8,104,45,55
1,0,0.8,105,65,70
1,0,0.8,106,65,70
1,0,0.8,107,55,75
1,0,0.8,108,65,55
1,0,0.8,109,50,70
1,0,0.8,110,45,75
1,0,0.8,111,65,55
1,0,0.8,112,80,115
1,0,0.8,113,80,70
1,0,0.8,114,65,80
1,0,0.8,115,55,65
1,0,0.8,116,60,80
1,0,0.8,117,70,65
1,0,0.8,118,55,55
1,0,0.8,119,50,90
1,0,0.8,120,35,55
1,0,0.8,121,35,50
1,0,0.8,122,55,60
1,0,0.8,123,45,75
1,0,0.8,124,65,60
1,0,0.8,125,55,60
1,0,0.8,126,60,65
1,0,0.8,127,70,75
1,0,0.8,128,45,45
1,0,0.8,129,75,55
1,0,0.8,130,45,65
1,0,0.8,131,40,65
1,0,0.8,132,50,55
1,0,0.8,133,35,60
1,0,0.8,134,70,80
1,0,0.8,135,75,110
1,0,0.8,136,40,55
1,0,0.8,137,60,35
1,0,0.8,138,55,60
1,0,0.8,139,80,50
1,0,0.8,140,85,65
1,0,0.8,141,55,70
1,0,0.8,142,45,75
1,0,0.8,143,50,70
1,0,0.8,144,55,65
1,0,0.8,145,70,75
1,0,0.8,146,70,65
1,0,0.8,147,40,70
1,0,0.8,148,30,65
1,0,0.8,149,45,60
1,0,0.8,150,65,75
1,0,0.8,151,50,60
1,0,0.8,152,35,70
1,0,0.8,153,30,45
1,0,0.8,154,45,55
1,0,0.8,155,80,80
